"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S000679    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",11903,"Alt de Gironella / General Mitre                  ","0063V0063V","Dijous","Dj","Laboral","2018",1,"Gener","25","19","Tarda","Atropellament","427606.05","4583365.38","2.133084","41.396781"
"2018S000680    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes                                            ","0133 0133","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Abast","429616.06","4582983.86","2.156959","41.393465"
"2018S000681    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca / Comte Borrell                     ","0089 0089","Dijous","Dj","Laboral","2018",1,"Gener","25","22","Nit","Col.lisió fronto-lateral","429815.39","4581424.02","2.159817","41.379476"
"2018S000682    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","0108 0108","Dijous","Dj","Laboral","2018",1,"Gener","25","20","Tarda","Atropellament","430621.50","4582748.67","2.169012","41.391435"
"2018S000683    ",8,"Nou Barris",53,"la Trinitat Nova",701267,"Dalt (Besòs)                                      ","0002S0000","Dijous","Dj","Laboral","2018",1,"Gener","25","19","Tarda","Abast","431738.70","4588851.80","2.181463","41.446471"
"2018S000684    ",9,"Sant Andreu",62,"el Congrés i els Indians",140407,"Felip II / Garcilaso                              ","0137 0141","Dijous","Dj","Laboral","2018",1,"Gener","25","21","Tarda","Atropellament","431812.45","4586264.53","2.183972","41.423153"
"2018S000686    ",7,"Horta-Guinardó",42,"la Clota",700921,"Clota / Lisboa                                    ","9999 9999","Divendres","Dv","Laboral","2018",1,"Gener","26","00","Nit","Altres","429096.98","4586612.49","2.150868","41.426192"
"2018S000687    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"LLURIA / Mallorca                                 ","0102 0102","Divendres","Dv","Laboral","2018",1,"Gener","26","03","Nit","Col.lisió fronto-lateral","430306.20","4583267.78","2.165249","41.395857"
"2018S000688    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes                                   ","0291 0293","Divendres","Dv","Laboral","2018",1,"Gener","26","06","Matí","Abast","428575.03","4580621.76","2.144819","41.372121"
"2018S000689    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",353500,"Vallmajor / Raset                                 ","0015 0015","Divendres","Dv","Laboral","2018",1,"Gener","26","08","Matí","Atropellament","428092.34","4583550.45","2.138729","41.398584"
"2018S000690    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,"Freser / Xifré                                    ","0035 0035","Divendres","Dv","Laboral","2018",1,"Gener","26","07","Matí","Atropellament","431562.82","4584955.43","2.180183","41.411438"
"2018S000691    ",3,"Sants-Montjuïc",15,"Hostafrancs",108700,"Elisi / Tarragona                                 ","0031U0031U","Divendres","Dv","Laboral","2018",1,"Gener","26","07","Matí","Col.lisió fronto-lateral","428559.25","4581357.72","2.14483","41.378807"
"2018S000692    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Besòs)                                   ","001040000","Divendres","Dv","Laboral","2018",1,"Gener","26","09","Matí","Xoc contra element estàtic","431572.69","4581329.72","2.180699","41.378665"
"2018S000693    ",2,"Eixample",5,"el Fort Pienc",225500,"Nàpols                                            ","0061X0061X","Divendres","Dv","Laboral","2018",1,"Gener","26","09","Matí","Abast","431702.87","4582933.55","2.182425","41.393036"
"2018S000694    ",4,"Les Corts",21,"Pedralbes",333400,"González Tablas                                   ","0003B0003B","Divendres","Dv","Laboral","2018",1,"Gener","26","10","Matí","Caiguda interior vehicle","425657.94","4582114.99","2.109677","41.385131"
"2018S000695    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",13909,"Amigó                                             ","0068 0068","Divendres","Dv","Laboral","2018",1,"Gener","26","10","Matí","Xoc contra element estàtic","428407.88","4583386.47","2.142461","41.396985"
"2018S000696    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ","000700000","Divendres","Dv","Laboral","2018",1,"Gener","26","11","Matí","Col.lisió lateral","434020.31","4583616.44","2.209568","41.399537"
"2018S000696    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ","000700000","Divendres","Dv","Laboral","2018",1,"Gener","26","11","Matí","Abast","434020.31","4583616.44","2.209568","41.399537"
"2018S000697    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31                                              ","020800000","Divendres","Dv","Laboral","2018",1,"Gener","26","11","Matí","Abast","433723.92","4585600.72","2.205805","41.417384"
"2018S000698    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre / Berna                             ","0220 0220","Divendres","Dv","Laboral","2018",1,"Gener","26","09","Matí","Abast","428782.30","4584340.99","2.146772","41.405755"
"2018S000699    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",54906,"Calatrava                                         ","0071 0071","Divendres","Dv","Laboral","2018",1,"Gener","26","12","Matí","Caiguda (dues rodes)","427199.53","4583929.66","2.127987","41.40193"
"2018S000700    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",128503,"Folgueroles / Moragas                             ","0024 0026","Divendres","Dv","Laboral","2018",1,"Gener","26","11","Matí","Atropellament","427901.68","4584603.34","2.136484","41.407867"
"2018S000701    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers / Nàpols                               ","0022 0022","Divendres","Dv","Laboral","2018",1,"Gener","26","13","Matí","Caiguda (dues rodes)","431860.39","4582826.62","2.183535","41.392288"
"2018S000702    ",4,"Les Corts",19,"les Corts",701433,"Carles III / Josep Irla i Bosch                   ","000300000","Divendres","Dv","Laboral","2018",1,"Gener","26","13","Matí","Col.lisió lateral","427234.64","4582722.51","2.128368","41.390738"
"2018S000703    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700882,"B-10 (Llobregat)                                  ","0001 0001","Divendres","Dv","Laboral","2018",1,"Gener","26","14","Tarda","Abast","433218.21","4582643.99","2.198854","41.389916"
"2018S000704    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Ganduxer                                          ","0050 0050","Divendres","Dv","Laboral","2018",1,"Gener","26","13","Matí","Abast","427939.50","4583280.02","2.136731","41.395845"
"2018S000705    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Mallorca                               ","0372 0374","Divendres","Dv","Laboral","2018",1,"Gener","26","14","Tarda","Col.lisió fronto-lateral","430754.91","4583645.44","2.169936","41.399124"
"2018S000706    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701266,"B-10 (Llobregat)                                  ","000820000","Divendres","Dv","Laboral","2018",1,"Gener","26","14","Tarda","Abast multiple","433257.43","4582696.33","2.199695","41.39055"
"2018S000707    ",6,"Gràcia",29,"el Coll",230000,"Mare de Déu del Coll                              ","0092U0092U","Divendres","Dv","Laboral","2018",1,"Gener","26","14","Tarda","Xoc contra element estàtic","428887.16","4585740.32","2.147867","41.418119"
"2018S000708    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris / Mallorca                             ","0166 0166","Divendres","Dv","Laboral","2018",1,"Gener","26","15","Tarda","Col.lisió lateral","430202.67","4583177.93","2.164111","41.395009"
"2018S000709    ",7,"Horta-Guinardó",37,"el Carmel",185700,"Llobregós                                         ","0116 0118","Divendres","Dv","Laboral","2018",1,"Gener","26","16","Tarda","Atropellament","429596.48","4586432.37","2.156639","41.424447"
"2018S000710    ",9,"Sant Andreu",63,"Navas",233701,"Olesa                                             ","0058 0058","Divendres","Dv","Laboral","2018",1,"Gener","26","15","Tarda","Bolcada (més de dues rodes)","431932.80","4586119.55","2.184159","41.421793"
"2018S000711    ",7,"Horta-Guinardó",42,"la Clota",122008,"Cardenal Vidal i Barraquer                        ","0002B0002B","Divendres","Dv","Laboral","2018",1,"Gener","26","14","Tarda","Caiguda (dues rodes)","429168.70","4586822.04","2.150856","41.428415"
"2018S000712    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes                                   ","0602 0602","Divendres","Dv","Laboral","2018",1,"Gener","26","15","Tarda","Col.lisió lateral","430299.78","4582237.32","2.165223","41.386801"
"2018S000713    ",9,"Sant Andreu",59,"el Bon Pastor",321004,"Sas / Sant Adrià                                  ","0001 0003","Divendres","Dv","Laboral","2018",1,"Gener","26","17","Tarda","Xoc contra element estàtic","433612.76","4587706.95","2.204347","41.436117"
"2018S000714    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Ferran Junoy                                      ","0123I0123I","Divendres","Dv","Laboral","2018",1,"Gener","26","16","Tarda","Abast","433285.08","4589234.41","2.19549","41.438108"
"2018S000715    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",24304,"Arnau d'Oms                                       ","0026 0026","Divendres","Dv","Laboral","2018",1,"Gener","26","17","Tarda","Abast","431369.64","4586979.80","2.17748","41.429737"
"2018S000716    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Cantàbria / Guipúscoa                             ","0101 0101","Divendres","Dv","Laboral","2018",1,"Gener","26","17","Tarda","Atropellament","433333.70","4585852.81","2.201495","41.419661"
"2018S000717    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes / Indíbil                         ","0249 0249","Divendres","Dv","Laboral","2018",1,"Gener","26","18","Tarda","Col.lisió lateral","428398.39","4580448.48","2.142964","41.370382"
"2018S000718    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Dalt (Besòs)                                      ","0202 0202","Dijous","Dj","Laboral","2018",1,"Gener","25","21","Tarda","Abast multiple","428713.22","4587166.38","2.144012","41.428075"
"2018S000719    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes                                            ","0291 0291","Divendres","Dv","Laboral","2018",1,"Gener","26","20","Tarda","Col.lisió lateral","428761.21","4583896.29","2.146449","41.401707"
"2018S000720    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",194406,"Maragall / Mossèn Josep Bundó                     ","0353 0355","Divendres","Dv","Laboral","2018",1,"Gener","26","19","Tarda","Col.lisió frontal","430501.95","4586750.90","2.167197","41.42758"
"2018S000721    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"B-20 (Besòs)                                      ","001150000","Divendres","Dv","Laboral","2018",1,"Gener","26","21","Tarda","Xoc contra element estàtic","428733.32","4587304.22","2.145629","41.432369"
"2018S000722    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes                                            ","0155 0157","Divendres","Dv","Laboral","2018",1,"Gener","26","22","Nit","Col.lisió lateral","429506.68","4583096.96","2.155638","41.394475"
"2018S000723    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Vilamarí                        ","0408 0408","Dissabte","Ds","Laboral","2018",1,"Gener","27","00","Nit","Col.lisió lateral","429170.58","4581128.40","2.15178","41.377044"
"2018S000724    ",9,"Sant Andreu",63,"Navas",241608,"Palència                                          ","0026 0026","Dissabte","Ds","Laboral","2018",1,"Gener","27","02","Nit","Caiguda (dues rodes)","432263.51","4585511.32","2.188466","41.416556"
"2018S000725    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Ascendent)                                   ","000370000","Dissabte","Ds","Laboral","2018",1,"Gener","27","03","Nit","Xoc contra element estàtic","427707.30","4583220.56","2.12943","41.39048"
"2018S000726    ",4,"Les Corts",21,"Pedralbes",144601,"Diagonal / González Tablas                        ","0698 0698","Dissabte","Ds","Laboral","2018",1,"Gener","27","08","Matí","Col.lisió frontal","425700.54","4582054.85","2.11091","41.384165"
"2018S000727    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes / Farell                          ","0291 0293","Dissabte","Ds","Laboral","2018",1,"Gener","27","11","Matí","Atropellament","428575.03","4580621.76","2.144725","41.371731"
"2018S000728    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull / Poblenou                                  ","0188 0188","Dissabte","Ds","Laboral","2018",1,"Gener","27","03","Nit","Xoc contra element estàtic","433394.03","4583760.71","2.201748","41.400697"
"2018S000729    ",10,"Sant Martí",65,"el Clot",209900,"València / Meridiana                              ","0156 0156","Dissabte","Ds","Laboral","2018",1,"Gener","27","11","Matí","Col.lisió fronto-lateral","432161.11","4584842.81","2.186877","41.410354"
"2018S000730    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",73139,"Vimetera / Gespa                                  ","0002B0002B","Dissabte","Ds","Laboral","2018",1,"Gener","27","10","Matí","Xoc contra element estàtic","424083.80","4586492.07","2.089894","41.423443"
"2018S000731    ",8,"Nou Barris",46,"el Turó de la Peira",119003,"Fabra i Puig                                      ","0354 0354","Dissabte","Ds","Laboral","2018",1,"Gener","27","13","Matí","Col.lisió fronto-lateral","430419.61","4587099.61","2.166097","41.430605"
"2018S000732    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao                                            ","0235 0235","Dissabte","Ds","Laboral","2018",1,"Gener","27","13","Matí","Abast","432561.88","4584935.78","2.191975","41.411299"
"2018S000733    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia                                    ","0213 0213","Dissabte","Ds","Laboral","2018",1,"Gener","27","12","Matí","Xoc contra element estàtic","429160.80","4584210.82","2.151688","41.40445"
"2018S000734    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Diputació                             ","0084 0084","Dissabte","Ds","Laboral","2018",1,"Gener","27","12","Matí","Caiguda interior vehicle","430872.45","4583469.48","2.174304","41.395826"
"2018S000735    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000760000","Dissabte","Ds","Laboral","2018",1,"Gener","27","14","Tarda","Abast","433705.19","4583102.38","2.204611","41.393827"
"2018S000736    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",299404,"Sant Delfí / Bigai                                ","0011 0011","Dissabte","Ds","Laboral","2018",1,"Gener","27","15","Tarda","Col.lisió fronto-lateral","427658.56","4584374.25","2.133467","41.405763"
"2018S000737    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Príncep d'Astúries                                ","0063 0065","Dissabte","Ds","Laboral","2018",1,"Gener","27","18","Tarda","Col.lisió lateral","429033.50","4584327.03","2.149834","41.405512"
"2018S000738    ",9,"Sant Andreu",59,"el Bon Pastor",264308,"Potosí                                            ","0001 0001","Dissabte","Ds","Laboral","2018",1,"Gener","27","19","Tarda","Abast","433272.08","4588446.53","2.198414","41.443049"
"2018S000739    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes                                            ","0003 0005","Dissabte","Ds","Laboral","2018",1,"Gener","27","19","Tarda","Col.lisió lateral","430414.48","4582165.98","2.166817","41.386286"
