"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S000572    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València / Dos de Maig                            ","0545 0547","Dilluns","Dl","Laboral","2018",1,"Gener","22","15","Tarda","Atropellament","431760.92","4584487.79","2.182242","41.4069"
"2018S000573    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes                                   ","0535 0537","Dilluns","Dl","Laboral","2018",1,"Gener","22","14","Tarda","Col.lisió lateral","429792.01","4581812.62","2.159789","41.382668"
"2018S000573    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes                                   ","0535 0537","Dilluns","Dl","Laboral","2018",1,"Gener","22","14","Tarda","Abast","429792.01","4581812.62","2.159789","41.382668"
"2018S000575    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader                                   ","0001 0001","Dilluns","Dl","Laboral","2018",1,"Gener","22","14","Tarda","Altres","432053.73","4581756.05","2.186253","41.382617"
"2018S000576    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Entença / Provença                                ","0054 0054","Dilluns","Dl","Laboral","2018",1,"Gener","22","18","Tarda","Atropellament","428679.70","4581813.37","2.146028","41.383069"
"2018S000577    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner / Gràcia                                 ","0255 0259","Dilluns","Dl","Laboral","2018",1,"Gener","22","15","Tarda","Col.lisió fronto-lateral","428855.44","4583187.61","2.148092","41.395175"
"2018S000578    ",3,"Sants-Montjuïc",15,"Hostafrancs",94809,"Creu Coberta                                      ","0121 0121","Dilluns","Dl","Laboral","2018",1,"Gener","22","19","Tarda","Atropellament","428342.86","4580965.29","2.142064","41.37517"
"2018S000579    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",44709,"Bonanova                                          ","0047 0047","Dilluns","Dl","Laboral","2018",1,"Gener","22","18","Tarda","Abast","427317.69","4584199.31","2.129324","41.404208"
"2018S000580    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143507,"Pau Casals                                        ","0008 0008","Dilluns","Dl","Laboral","2018",1,"Gener","22","20","Tarda","Col.lisió lateral","428501.17","4582996.07","2.143623","41.393477"
"2018S000581    ",2,"Eixample",6,"la Sagrada Família",350308,"València                                          ","0472 0472","Dilluns","Dl","Laboral","2018",1,"Gener","22","20","Tarda","Abast","431394.58","4584095.28","2.178252","41.403773"
"2018S000582    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ","000760000","Dilluns","Dl","Laboral","2018",1,"Gener","22","21","Tarda","Abast","433705.19","4583102.38","2.204611","41.393827"
"2018S000583    ",2,"Eixample",7,"la Dreta de l'Eixample",232902,"Sant Pere / Urquinaona                            ","0008 0008","Dilluns","Dl","Laboral","2018",1,"Gener","22","21","Tarda","Col.lisió fronto-lateral","431027.61","4582487.05","2.1723","41.388801"
"2018S000584    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda                                       ","0162 0166","Dilluns","Dl","Laboral","2018",1,"Gener","22","18","Tarda","Col.lisió lateral","433174.26","4584927.21","2.199303","41.411273"
"2018S000585    ",2,"Eixample",6,"la Sagrada Família",350308,"València                                          ","0480 0480","Dilluns","Dl","Laboral","2018",1,"Gener","22","21","Tarda","Col.lisió lateral","431418.63","4584122.50","2.17839","41.403877"
"2018S000586    ",2,"Eixample",7,"la Dreta de l'Eixample",232902,"Urquinaona / Ausiàs Marc                          ","0006 0006","Dilluns","Dl","Laboral","2018",1,"Gener","22","22","Nit","Col.lisió fronto-lateral","430958.70","4582539.20","2.173408","41.389688"
"2018S000587    ",9,"Sant Andreu",60,"Sant Andreu",275257,"Segre                                             ","9999 9999","Dilluns","Dl","Laboral","2018",1,"Gener","22","20","Tarda","Atropellament","432587.32","4587579.94","2.191591","41.435216"
"2018S000588    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall / Indústria                              ","0029 0031","Dilluns","Dl","Laboral","2018",1,"Gener","22","20","Tarda","Abast","431615.03","4585336.24","2.180842","41.414557"
"2018S000589    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89004,"Balmes / Consell de Cent                          ","0305 0309","Dimarts","Dm","Laboral","2018",1,"Gener","23","07","Matí","Abast","430087.11","4582476.28",2163,"41.389045"
"2018S000590    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes                                            ","0439 0439","Dimarts","Dm","Laboral","2018",1,"Gener","23","08","Matí","Col.lisió lateral","427979.84","4584755.73","2.137255","41.40913"
"2018S000591    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",143904,"General Mitre / Camp                              ","0133 0133","Dimarts","Dm","Laboral","2018",1,"Gener","23","09","Matí","Col.lisió lateral","427972.42","4583983.69","2.137413","41.402341"
"2018S000592    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel / París                                ","0223 0223","Dimarts","Dm","Laboral","2018",1,"Gener","23","08","Matí","Col.lisió lateral","428990.14","4582664.44","2.14943","41.39076"
"2018S000593    ",1,"Ciutat Vella",1,"el Raval",67307,"Maria Aurèlia Capmany                             ","0075 0079","Dimarts","Dm","Laboral","2018",1,"Gener","23","10","Matí","Atropellament","430479.37","4581532.85","2.167496","41.380132"
"2018S000594    ",10,"Sant Martí",73,"la Verneda i la Pau",307207,"Pont del Treball Digne                            ","0016 0018","Dimarts","Dm","Laboral","2018",1,"Gener","23","08","Matí","Caiguda (dues rodes)","432896.77","4586276.83","2.195695","41.422186"
"2018S000595    ",2,"Eixample",5,"el Fort Pienc",28305,"Ausiàs Marc / Roger de Flor                       ","0073 0075","Dimarts","Dm","Laboral","2018",1,"Gener","23","09","Matí","Col.lisió lateral","431477.22","4583045.27","2.179079","41.393926"
"2018S000596    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall                                          ","0020 0022","Dimarts","Dm","Laboral","2018",1,"Gener","23","11","Matí","Abast","431654.28","4585292.93","2.181077","41.414439"
"2018S000597    ",9,"Sant Andreu",60,"Sant Andreu",366104,"Virgili / Roquetes                                ","0089 0089","Dimarts","Dm","Laboral","2018",1,"Gener","23","12","Matí","Atropellament","432675.57","4587287.37","2.193161","41.432435"
"2018S000598    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Besòs)                                      ","0004S0000","Dimarts","Dm","Laboral","2018",1,"Gener","23","11","Matí","Xoc contra element estàtic","428786.86","4587440.81","2.158794","41.43965"
"2018S000599    ",4,"Les Corts",19,"les Corts",66508,"Diagonal / Reina Maria Cristina                   ","0116 0120","Dimarts","Dm","Laboral","2018",1,"Gener","23","13","Matí","Col.lisió fronto-lateral","427196.74","4582531.25","2.128211","41.388399"
"2018S000600    ",6,"Gràcia",30,"la Salut",356803,"Verdi                                             ","0220 0220","Dimarts","Dm","Laboral","2018",1,"Gener","23","12","Matí","Xoc contra element estàtic","429176.77","4584768.50","2.151496","41.4095"
"2018S000601    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",223606,"Muntaner / General Mitre                          ","0493 0493","Dimarts","Dm","Laboral","2018",1,"Gener","23","14","Tarda","Col.lisió lateral","428013.68","4584044.05","2.137914","41.402808"
"2018S000602    ",9,"Sant Andreu",57,"la Trinitat Vella",701501,"B-20 (Llobregat)                                  ","001640000","Dimarts","Dm","Laboral","2018",1,"Gener","23","15","Tarda","Col.lisió lateral","432780.35","4589280.16","2.193426","41.447055"
"2018S000603    ",7,"Horta-Guinardó",33,"el Baix Guinardó",152905,"Guinardó / Lepant                                 ","0044 0044","Dimarts","Dm","Laboral","2018",1,"Gener","23","15","Tarda","Col.lisió fronto-lateral","430432.70","4585015.80","2.166491","41.412153"
"2018S000604    ",3,"Sants-Montjuïc",18,"Sants",30602,"Mig (Ascendent)                                   ","0112 0114","Dimarts","Dm","Laboral","2018",1,"Gener","23","14","Tarda","Abast","427540.32","4580521.15","2.132557","41.371486"
"2018S000605    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"Vilamarí                                          ","0078 0078","Dimarts","Dm","Laboral","2018",1,"Gener","23","16","Tarda","Atropellament","428996.98","4581351.47","2.149746","41.378709"
"2018S000606    ",4,"Les Corts",19,"les Corts",144601,"Diagonal / Doctor Fleming                         ","0632 0632","Dimarts","Dm","Laboral","2018",1,"Gener","23","17","Tarda","Col.lisió fronto-lateral","427949.64","4582755.79","2.137125","41.390772"
"2018S000607    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",186703,"Llull                                             ","0032X0032X","Dimarts","Dm","Laboral","2018",1,"Gener","23","17","Tarda","Atropellament","432450.80","4582862.76","2.190878","41.392618"
"2018S000607    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",186703,"Llull                                             ","0032X0032X","Dimarts","Dm","Laboral","2018",1,"Gener","23","17","Tarda","Col.lisió lateral","432450.80","4582862.76","2.190878","41.392618"
"2018S000608    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell / Rosselló                         ","0204 0204","Dimarts","Dm","Laboral","2018",1,"Gener","23","18","Tarda","Col.lisió lateral","429061.59","4582438.85","2.150542","41.388185"
"2018S000609    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal / Pere Duran Farell                      ","0643 0643","Dimarts","Dm","Laboral","2018",1,"Gener","23","19","Tarda","Col.lisió fronto-lateral","426498.61","4582192.05","2.120168","41.38649"
"2018S000610    ",4,"Les Corts",19,"les Corts",144601,"Diagonal                                          ","0609 0615","Dimarts","Dm","Laboral","2018",1,"Gener","23","20","Tarda","Caiguda interior vehicle","427253.13","4582427.19","2.128765","41.388241"
"2018S000611    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Llobregat)                                  ","000600000","Dimarts","Dm","Laboral","2018",1,"Gener","23","21","Tarda","Abast","425648.78","4583019.77","2.109762","41.393353"
"2018S000612    ",2,"Eixample",7,"la Dreta de l'Eixample",278459,"Corts Catalanes                                   ","9998 9998","Dimarts","Dm","Laboral","2018",1,"Gener","23","20","Tarda","Abast","430534.35","4582492.24","2.167544","41.389205"
"2018S000613    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València                                          ","0247 0247","Dimarts","Dm","Laboral","2018",1,"Gener","23","17","Tarda","Caiguda (dues rodes)","430123.33","4582885.54","2.163038","41.392624"
"2018S000614    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura                                         ","0165 0165","Dimarts","Dm","Laboral","2018",1,"Gener","23","23","Nit","Abast","430813.60","4588035.19","2.170168","41.439134"
"2018S000615    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan                                         ","0200 0200","Dimarts","Dm","Laboral","2018",1,"Gener","23","18","Tarda","Col.lisió lateral","430196.32","4584161.39","2.163849","41.404062"
"2018S000616    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",287201,"Calàbria / Roma                                   ","0092 0092","Dimarts","Dm","Laboral","2018",1,"Gener","23","22","Nit","Col.lisió fronto-lateral","429033.26","4581849.96","2.15008","41.383418"
"2018S000617    ",2,"Eixample",6,"la Sagrada Família",161407,"Indústria / Lepant                                ","0119 0121","Dimarts","Dm","Laboral","2018",1,"Gener","23","18","Tarda","Atropellament","430870.89","4584554.40","2.172148","41.407862"
"2018S000618    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)                                   ","001560000","Dimecres","Dc","Laboral","2018",1,"Gener","24","06","Matí","Abast multiple","428208.12","4577802.65","2.141785","41.347103"
"2018S000619    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"Litoral (Besòs)                                   ","001330000","Dimecres","Dc","Laboral","2018",1,"Gener","24","07","Matí","Caiguda (dues rodes)","430295.52","4579236.94","2.165611","41.359692"
"2018S000620    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca / Bailèn                                 ","0332 0332","Dimecres","Dc","Laboral","2018",1,"Gener","24","08","Matí","Abast","430626.62","4583537.15","2.168649","41.398399"
"2018S000621    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","0149 0149","Dimecres","Dc","Laboral","2018",1,"Gener","24","09","Matí","Abast","430275.96","4583071.33","2.165014","41.394462"
"2018S000622    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta / Àlaba                             ","0100 0100","Dimecres","Dc","Laboral","2018",1,"Gener","24","10","Matí","Col.lisió fronto-lateral","433011.04","4583010.20","2.197259","41.393964"
"2018S000623    ",8,"Nou Barris",54,"Torre Baró",700102,"Horta a Cerdanyola                                ","0020 0020","Dimecres","Dc","Laboral","2018",1,"Gener","24","08","Matí","Col.lisió frontal","430905.29","4589531.39","2.153663","41.437473"
"2018S000624    ",6,"Gràcia",28,"Vallcarca i els Penitents",230000,"Mare de Déu del Coll                              ","0025 0025","Dimecres","Dc","Laboral","2018",1,"Gener","17","05","Nit","Caiguda (dues rodes)","428639.94","4585370.08","2.145302","41.41488"
"2018S000625    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes / Entença                         ","0423 0425","Dimecres","Dc","Laboral","2018",1,"Gener","24","10","Matí","Col.lisió lateral","429224.59","4581257.05","2.152903","41.377876"
"2018S000626    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Roma / Entença                                    ","0139 0139","Dimecres","Dc","Laboral","2018",1,"Gener","24","09","Matí","Abast","428800.07","4581712.62","2.14719","41.38219"
"2018S000626    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Roma / Entença                                    ","0139 0139","Dimecres","Dc","Laboral","2018",1,"Gener","24","09","Matí","Caiguda (dues rodes)","428800.07","4581712.62","2.14719","41.38219"
"2018S000627    ",2,"Eixample",10,"Sant Antoni",349207,"Universitat                                       ","0001 0001","Dimecres","Dc","Laboral","2018",1,"Gener","24","11","Matí","Col.lisió frontal","430137.64","4582066.06","2.163304","41.385245"
"2018S000628    ",2,"Eixample",6,"la Sagrada Família",350308,"València / Lepant                                 ","0474 0474","Dimecres","Dc","Laboral","2018",1,"Gener","24","10","Matí","Atropellament","431400.12","4584104.44","2.177825","41.403574"
"2018S000629    ",4,"Les Corts",19,"les Corts",144601,"Diagonal / Francesc Macià                         ","0485 0485","Dimecres","Dc","Laboral","2018",1,"Gener","24","09","Matí","Col.lisió lateral","428505.22","4582845.13","2.14369","41.392118"
"2018S000630    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega / Cartagena                               ","0633 0633","Dimecres","Dc","Laboral","2018",1,"Gener","24","11","Matí","Caiguda (dues rodes)","431284.31","4584772.13","2.176578","41.409467"
"2018S000631    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València                                          ","0241 0241","Dimecres","Dc","Laboral","2018",1,"Gener","24","12","Matí","Col.lisió fronto-lateral","430082.08","4582845.30","2.16271","41.392382"
"2018S000632    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó                                             ","0059 0059","Dimecres","Dc","Laboral","2018",1,"Gener","24","13","Matí","Col.lisió lateral","428981.03","4581578.79","2.14958","41.380793"
"2018S000633    ",2,"Eixample",7,"la Dreta de l'Eixample",31300,"Bailèn / Consell de Cent                          ","0078 0082","Dimecres","Dc","Laboral","2018",1,"Gener","24","14","Tarda","Col.lisió lateral","430864.36","4583266.00","2.172031","41.395834"
"2018S000634    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",222206,"Motors                                            ","0053 0059","Dimecres","Dc","Laboral","2018",1,"Gener","24","14","Tarda","Col.lisió fronto-lateral","427728.32","4577932.12","2.134984","41.347799"
"2018S000635    ",2,"Eixample",5,"el Fort Pienc",100800,"Marina / Diputació                                ","0445 0447","Dimecres","Dc","Laboral","2018",1,"Gener","24","16","Tarda","Col.lisió fronto-lateral","431511.16","4583683.87","2.179953","41.400065"
"2018S000636    ",8,"Nou Barris",49,"Canyelles",701267,"Dalt (Llobregat)                                  ","001340000","Dimecres","Dc","Laboral","2018",1,"Gener","24","16","Tarda","Abast","430259.12","4588227.42","2.164981","41.441179"
"2018S000636    ",8,"Nou Barris",49,"Canyelles",701267,"Dalt (Llobregat)                                  ","001340000","Dimecres","Dc","Laboral","2018",1,"Gener","24","16","Tarda","Caiguda (dues rodes)","430259.12","4588227.42","2.164981","41.441179"
"2018S000637    ",4,"Les Corts",19,"les Corts",199909,"Nicaragua / Marquès de Sentmenat                  ","0068 0068","Dimecres","Dc","Laboral","2018",1,"Gener","24","13","Matí","Atropellament","428075.78","4582082.29","2.138764","41.385319"
"2018S000638    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca / Villarroel                             ","0140 0140","Dimecres","Dc","Laboral","2018",1,"Gener","24","17","Tarda","Caiguda (dues rodes)","429383.08","4582316.70","2.153937","41.387338"
"2018S000639    ",2,"Eixample",7,"la Dreta de l'Eixample",31300,"Bailèn                                            ","0145 0145","Dimecres","Dc","Laboral","2018",1,"Gener","24","18","Tarda","Altres","430447.23","4583661.48","2.166823","41.399641"
"2018S000640    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",230601,"Mare de Déu de Port                               ","0103B0103B","Dimecres","Dc","Laboral","2018",1,"Gener","24","18","Tarda","Xoc contra element estàtic","429181.81","4578415.34","2.151432","41.35244"
"2018S000640    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",230601,"Mare de Déu de Port                               ","0103B0103B","Dimecres","Dc","Laboral","2018",1,"Gener","24","18","Tarda","Abast","429181.81","4578415.34","2.151432","41.35244"
"2018S000641    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Llobregat)                                  ","000810000","Dimecres","Dc","Laboral","2018",1,"Gener","24","20","Tarda","Abast","426829.82","4584695.73","2.125119","41.410166"
"2018S000642    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes / Entença                         ","0421 0421","Dimecres","Dc","Laboral","2018",1,"Gener","24","22","Nit","Abast","429218.31","4581250.98","2.152479","41.377878"
"2018S000643    ",9,"Sant Andreu",60,"Sant Andreu",281409,"Ribes / Favència                                  ","0042 0042","Dimecres","Dc","Laboral","2018",1,"Gener","24","23","Nit","Col.lisió fronto-lateral","432394.91","4588860.72","2.189605","41.446954"
"2018S000644    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura / Bac de Roda                  ","0021 0021","Dimecres","Dc","Laboral","2018",1,"Gener","24","17","Tarda","Col.lisió lateral","433479.56","4584631.33","2.202878","41.408369"
"2018S000645    ",7,"Horta-Guinardó",37,"el Carmel",185700,"Llobregós / Conca de Tremp                        ","0138 0138","Dijous","Dj","Laboral","2018",1,"Gener","25","00","Nit","Col.lisió lateral","429506.39","4586368.87","2.155189","41.423807"
"2018S000646    ",8,"Nou Barris",53,"la Trinitat Nova",701432,"C-33                                              ","000010000","Dimecres","Dc","Laboral","2018",1,"Gener","24","17","Tarda","Abast","432306.01","4589737.00","2.184942","41.45878"
"2018S000647    ",8,"Nou Barris",52,"la Prosperitat",120807,"Dalt (Besòs)                                      ","0370X0370X","Dijous","Dj","Laboral","2018",1,"Gener","25","06","Matí","Abast","431784.01","4588822.29","2.17985","41.445976"
"2018S000648    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",139805,"General Mitre / Ganduxer                          ","0092 0094","Dijous","Dj","Laboral","2018",1,"Gener","25","07","Matí","Abast","427702.98","4583694.95","2.13414","41.39934"
"2018S000648    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",139805,"General Mitre / Ganduxer                          ","0092 0094","Dijous","Dj","Laboral","2018",1,"Gener","25","07","Matí","Col.lisió fronto-lateral","427702.98","4583694.95","2.13414","41.39934"
"2018S000649    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701497,"B-10 (Llobregat)                                  ","001160000","Dijous","Dj","Laboral","2018",1,"Gener","25","09","Matí","Abast","430993.73","4580287.98","2.172113","41.366928"
"2018S000650    ",2,"Eixample",5,"el Fort Pienc",71600,"Casp / Nàpols                                     ","0130 0130","Dijous","Dj","Laboral","2018",1,"Gener","25","04","Nit","Col.lisió fronto-lateral","431455.85","4583181.62","2.179047","41.395634"
"2018S000651    ",7,"Horta-Guinardó",43,"Horta",157308,"Estatut de Catalunya / Horta a Cerdanyola         ","001160000","Dijous","Dj","Laboral","2018",1,"Gener","25","08","Matí","Col.lisió fronto-lateral","429350.33","4587796.83","2.153327","41.436501"
"2018S000652    ",7,"Horta-Guinardó",35,"el Guinardó",217206,"Muntanya                                          ","0064 0064","Dimecres","Dc","Laboral","2018",1,"Gener","24","16","Tarda","Caiguda (dues rodes)","431236.97","4585985.62","2.176005","41.420642"
"2018S000653    ",6,"Gràcia",31,"la Vila de Gràcia",90502,"Còrsega / Pau Claris                              ","0337 0337","Dijous","Dj","Laboral","2018",1,"Gener","25","08","Matí","Caiguda (dues rodes)","429939.18","4583457.33","2.1608","41.397637"
"2018S000654    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso / Fusina                                  ","0024 0024","Dijous","Dj","Laboral","2018",1,"Gener","25","11","Matí","Col.lisió fronto-lateral","431840.21","4582238.46","2.183991","41.386986"
"2018S000654    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso / Fusina                                  ","0024 0024","Dijous","Dj","Laboral","2018",1,"Gener","25","11","Matí","Caiguda (dues rodes)","431840.21","4582238.46","2.183991","41.386986"
"2018S000655    ",9,"Sant Andreu",63,"Navas",81603,"Clot                                              ","0195 0199","Dilluns","Dl","Laboral","2018",1,"Gener","15","08","Matí","Col.lisió lateral","432494.33","4585468.60","2.191108","41.416092"
"2018S000656    ",9,"Sant Andreu",60,"Sant Andreu",262200,"Pons i Gallarza                                   ","0037 0037","Dijous","Dj","Laboral","2018",1,"Gener","25","12","Matí","Xoc contra element estàtic","432213.14","4587617.28","2.187761","41.435422"
"2018S000657    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel                                         ","0143 0143","Dijous","Dj","Laboral","2018",1,"Gener","25","11","Matí","Col.lisió lateral","429691.56","4580911.97","2.158235","41.374811"
"2018S000658    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",264206,"Avenir                                            ","0034 0034","Dijous","Dj","Laboral","2018",1,"Gener","25","11","Matí","Col.lisió lateral","428808.24","4583290.21","2.147347","41.396071"
"2018S000659    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló / Aribau                                 ","0187 0187","Dijous","Dj","Laboral","2018",1,"Gener","25","12","Matí","Col.lisió lateral","429432.20","4582773.76","2.15509","41.391601"
"2018S000660    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla                                            ","0135 0135","Dijous","Dj","Laboral","2018",1,"Gener","25","11","Matí","Caiguda interior vehicle","430684.64","4582066.37","2.170043","41.385036"
"2018S000661    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau                                            ","0105 0105","Dijous","Dj","Laboral","2018",1,"Gener","25","13","Matí","Abast","429572.08","4582645.42","2.156473","41.390413"
"2018S000662    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló / Padilla                                ","0473 0473","Dijous","Dj","Laboral","2018",1,"Gener","25","12","Matí","Col.lisió lateral","431155.09","4584470.04","2.175501","41.406961"
"2018S000663    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Aragó / Gràcia                                    ","0045 0045","Dijous","Dj","Laboral","2018",1,"Gener","25","15","Tarda","Col.lisió lateral","430276.67","4582787.30","2.164884","41.392165"
"2018S000664    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner / Rosselló                               ","0149 0151","Dijous","Dj","Laboral","2018",1,"Gener","25","15","Tarda","Col.lisió lateral","429331.96","4582699.82","2.153949","41.390746"
"2018S000665    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes                                   ","020640000","Dijous","Dj","Laboral","2018",1,"Gener","25","15","Tarda","Abast","432576.29","4584481.55","2.192334","41.407151"
"2018S000666    ",9,"Sant Andreu",59,"el Bon Pastor",701266,"Litoral (Besòs)                                   ","000180000","Dijous","Dj","Laboral","2018",1,"Gener","25","17","Tarda","Caiguda (dues rodes)","433967.54","4587894.74","2.207931","41.440746"
"2018S000667    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda / Casanova                              ","0165B0165B","Dijous","Dj","Laboral","2018",1,"Gener","25","14","Tarda","Col.lisió lateral","430040.87","4581830.74","2.162089","41.382894"
"2018S000668    ",4,"Les Corts",19,"les Corts",701433,"Carles III / Corts                                ","000190000","Dijous","Dj","Laboral","2018",1,"Gener","25","16","Tarda","Col.lisió fronto-lateral","427200.00","4581767.74","2.128101","41.382378"
"2018S000669    ",3,"Sants-Montjuïc",18,"Sants",296406,"Sant Antoni                                       ","0051X0051X","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Col.lisió fronto-lateral","428115.25","4581262.55","2.138736","41.3775"
"2018S000670    ",4,"Les Corts",19,"les Corts",172403,"Joan Güell                                        ","0236 0254","Dijous","Dj","Laboral","2018",1,"Gener","25","14","Tarda","Caiguda (dues rodes)","427250.64","4582370.87","2.128532","41.387584"
"2018S000671    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701498,"Litoral (Besòs)                                   ","001360000","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Col.lisió lateral","429896.18","4578801.76","2.162307","41.357183"
"2018S000672    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal / Pau Claris                             ","0371 0371","Dijous","Dj","Laboral","2018",1,"Gener","25","14","Tarda","Col.lisió lateral","429996.73","4583348.62","2.161465","41.397016"
"2018S000673    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",289105,"Rosselló                                          ","0008 0010","Dijous","Dj","Laboral","2018",1,"Gener","25","17","Tarda","Atropellament","428628.66","4581950.12","2.145271","41.384068"
"2018S000674    ",9,"Sant Andreu",57,"la Trinitat Vella",701502,"Dalt (Besòs)                                      ","001630000","Dijous","Dj","Laboral","2018",1,"Gener","25","19","Tarda","Col.lisió lateral","433012.66","4588988.97","2.193281","41.447326"
"2018S000675    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","0185 0185","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Atropellament","430030.68","4583322.45","2.162184","41.396599"
"2018S000676    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal                                          ","0488 0488","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Abast","429447.84","4583224.34","2.154754","41.395576"
"2018S000677    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Aragó                                 ","0082 0082","Dijous","Dj","Laboral","2018",1,"Gener","25","20","Tarda","Col.lisió fronto-lateral","430920.02","4583421.04","2.172037","41.397542"
"2018S000678    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau                                            ","0179 0179","Dijous","Dj","Laboral","2018",1,"Gener","25","18","Tarda","Abast","429181.31","4583045.13","2.151961","41.394098"
